2020-06-21 08:23:30.970460,-155790
2020-06-21 08:24:31.095346,-267336
2020-06-21 08:25:31.196657,-318920
2020-06-21 08:26:31.280964,-345921
2020-06-21 08:27:31.382186,-347962
2020-06-21 08:28:31.465838,-356015
2020-06-21 08:29:31.557021,-351753
2020-06-21 08:30:31.643599,-346074
2020-06-21 08:31:31.730228,-337834
2020-06-21 08:32:31.823145,-422783
2020-06-21 08:33:31.925192,-433384
2020-06-21 08:34:32.011720,-153755
2020-06-21 08:35:32.107251,201319
2020-06-21 08:36:32.213760,291551
2020-06-21 08:37:32.300748,665657
2020-06-21 08:38:32.396048,387041
2020-06-21 08:39:32.486903,399959
2020-06-21 08:40:32.571570,116505
2020-06-21 08:41:32.662346,-423998
2020-06-21 08:42:32.756035,-494992
2020-06-21 08:43:32.846525,-528697
2020-06-21 08:44:32.931031,-528247
2020-06-21 08:45:33.012962,-533571
2020-06-21 08:46:33.106730,-629739
2020-06-21 08:47:33.198041,277092
2020-06-21 08:48:33.295502,373919
2020-06-21 08:49:33.384290,350396
2020-06-21 08:50:33.475173,437893
2020-06-21 08:51:33.598631,606897
2020-06-21 08:52:33.699743,613725
2020-06-21 08:53:33.810776,626958
2020-06-21 08:54:33.906635,626688
2020-06-21 08:55:34.018958,626834
2020-06-21 08:56:34.116553,480234
2020-06-21 08:57:34.212988,402192
2020-06-21 08:58:34.325128,421041
2020-06-21 08:59:34.453438,500020
2020-06-21 09:00:34.574702,501639
2020-06-21 09:01:34.699936,577433
2020-06-21 09:02:34.813755,707231
2020-06-21 09:03:34.924541,867922
2020-06-21 09:04:35.036704,954825
2020-06-21 09:05:35.159264,1007585
2020-06-21 09:06:35.277370,1242548
2020-06-21 09:07:35.376119,1141683
2020-06-21 09:08:35.470974,1068823
2020-06-21 09:09:35.589022,1073388
2020-06-21 09:10:35.733278,1218870
2020-06-21 09:11:35.845864,1240429
2020-06-21 09:12:35.942427,1244989
2020-06-21 09:13:36.060862,1204049
2020-06-21 09:14:36.173383,1108146
2020-06-21 09:15:36.301660,1103899
2020-06-21 09:16:36.430704,1032396
2020-06-21 09:17:36.557997,1011731
2020-06-21 09:18:36.660271,1655495
2020-06-21 09:19:36.757513,1910119
2020-06-21 09:20:36.878205,1915943
2020-06-21 09:21:36.972803,1915647
2020-06-21 09:22:37.069361,2022545
2020-06-21 09:23:37.170825,2106272
2020-06-21 09:24:37.303347,2661807
2020-06-21 09:25:37.490650,2708199
2020-06-21 09:26:37.598205,2750011
2020-06-21 09:27:37.704450,2910726
2020-06-21 09:28:37.817536,2912563
2020-06-21 09:29:37.920706,2965067
2020-06-21 09:30:38.056466,3047856
2020-06-21 09:31:38.322904,2945520
2020-06-21 09:32:38.430333,3039856
2020-06-21 09:33:38.580082,3086801
2020-06-21 09:34:38.690482,3072984
2020-06-21 09:35:38.815391,3091261
2020-06-21 09:36:38.907117,3088576
2020-06-21 09:37:39.022231,3133113
2020-06-21 09:38:39.127231,3133306
2020-06-21 09:39:39.237826,3146482
2020-06-21 09:40:39.354154,3155357
2020-06-21 09:41:39.474024,3174441
2020-06-21 09:42:39.577283,3125365
2020-06-21 09:43:39.694562,3129564
2020-06-21 09:44:39.793844,3134564
2020-06-21 09:45:39.901196,3138114
2020-06-21 09:46:40.016261,3128461
2020-06-21 09:47:40.113323,3133795
2020-06-21 09:48:40.221156,2753484
2020-06-21 09:49:40.339351,2454683
2020-06-21 09:50:40.442858,2444508
2020-06-21 09:51:40.546200,2440521
2020-06-21 09:52:40.672994,2424177
2020-06-21 09:53:40.773918,2140694
2020-06-21 09:54:40.894000,2117621
2020-06-21 09:55:41.008892,1934597
2020-06-21 09:56:41.121958,1915896
2020-06-21 09:57:41.237535,1858576
2020-06-21 09:58:41.331688,1837176
2020-06-21 09:59:41.423861,1808806
2020-06-21 10:00:41.527687,1700574
2020-06-21 10:01:41.648428,1488930
2020-06-21 10:02:41.765508,1321508
2020-06-21 10:03:41.885428,975731
2020-06-21 10:04:42.523789,824763
2020-06-21 10:05:42.646545,703135
2020-06-21 10:06:42.745451,438084
2020-06-21 10:07:42.847308,612085
2020-06-21 10:08:42.939538,753971
2020-06-21 10:09:43.041986,712492
2020-06-21 10:10:43.135399,629033
2020-06-21 10:11:43.233424,381982
2020-06-21 10:12:43.329122,376147
2020-06-21 10:13:43.435877,250149
2020-06-21 10:14:43.552522,291937
2020-06-21 10:15:43.658288,821079
2020-06-21 10:16:43.769152,965065
2020-06-21 10:17:43.861089,1165278
2020-06-21 10:18:43.955448,1273362
2020-06-21 10:19:44.076470,1241937
2020-06-21 10:20:44.176206,1107866
2020-06-21 10:21:44.291918,964232
2020-06-21 10:22:44.385353,920291
2020-06-21 10:23:44.497362,1023225
2020-06-21 10:24:44.607444,992195
2020-06-21 10:25:44.703777,1094058
2020-06-21 10:26:44.950640,1109254
2020-06-21 10:27:45.073229,1233812
2020-06-21 10:28:45.192346,1228842
2020-06-21 10:29:45.293102,1199913
2020-06-21 10:30:45.411213,1210869
2020-06-21 10:31:45.514122,1159840
2020-06-21 10:32:45.627896,1006323
2020-06-21 10:33:45.729191,428805
2020-06-21 10:34:45.836138,336231
2020-06-21 10:35:45.937114,236450
2020-06-21 10:36:46.054799,35232
2020-06-21 10:37:46.146101,-340236
2020-06-21 10:38:46.250072,-603640
2020-06-21 10:39:46.364515,-725689
2020-06-21 10:40:46.474305,-785495
2020-06-21 10:41:46.591911,-888682
2020-06-21 10:42:46.701416,-974848
2020-06-21 10:43:46.810045,-682976
2020-06-21 10:44:46.941532,-234631
2020-06-21 10:45:47.048972,-106156
2020-06-21 10:46:47.179880,-73442
2020-06-21 10:47:47.291926,-60838
2020-06-21 10:48:47.398420,14470
2020-06-21 10:49:47.497277,352760
2020-06-21 10:50:47.606918,588473
2020-06-21 10:51:47.722668,897265
2020-06-21 10:52:47.841520,1097622
2020-06-21 10:53:47.970894,1187658
2020-06-21 10:54:48.087497,1206744
2020-06-21 10:55:48.206839,1209550
2020-06-21 10:56:48.335838,1197642
2020-06-21 10:57:48.436848,1197818
2020-06-21 10:58:48.549086,1271452
2020-06-21 10:59:48.645549,1381484
2020-06-21 11:00:48.760309,1409583
2020-06-21 11:01:48.878998,1403330
2020-06-21 11:02:48.982135,1273127
2020-06-21 11:03:49.083946,1269892
2020-06-21 11:04:49.187813,1219549
2020-06-21 11:05:49.288123,830340
2020-06-21 11:06:49.423875,718289
2020-06-21 11:07:49.533423,695378
2020-06-21 11:08:49.646848,579306
2020-06-21 11:09:49.760692,505417
2020-06-21 11:10:49.868038,504533
2020-06-21 11:11:49.995270,142296
2020-06-21 11:12:50.120773,185714
2020-06-21 11:13:50.238870,149654
2020-06-21 11:14:50.345782,-175505
2020-06-21 11:15:50.460209,-166615
2020-06-21 11:16:50.585316,-83503
2020-06-21 11:17:50.705804,-75328
2020-06-21 11:18:50.811471,-115658
2020-06-21 11:19:50.933249,-94012
2020-06-21 11:20:51.040084,-429111
2020-06-21 11:21:51.137868,-429228
2020-06-21 11:22:51.236562,-417067
